year;permanent_residents;permanent_residents_value;median_age;Lytis_Moterys;Lytis_Vyrai;population_density;population_density_measure;population_density_value;useful_area;useful_area_measure;useful_area_value;average_housing;average_housing_measure;average_housing_value;neto_migration;neto_migration_measure;neto_migration_value;unemployment;unemployment_measure;unemployment_value;country;area;district;municipality
2006;Nuolatinių gyventojų skaičius metų pradžioje;50373.0;Medianinis gyventojų amžius metų pradžioje;39.0;33.0;Gyventojų tankis metų pradžioje;viename km²;53.4;Naudingasis plotas, tenkantis vienam gyventojui;m²;22.4;Vidutinis būsto dydis;m²;56.7;Neto migracija;asmenys;-612.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;6.3;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Jonavos r. sav.
2007;Nuolatinių gyventojų skaičius metų pradžioje;49589.0;Medianinis gyventojų amžius metų pradžioje;40.0;34.0;Gyventojų tankis metų pradžioje;viename km²;52.5;Naudingasis plotas, tenkantis vienam gyventojui;m²;22.7;Vidutinis būsto dydis;m²;57.0;Neto migracija;asmenys;-316.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;5.9;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Jonavos r. sav.
2008;Nuolatinių gyventojų skaičius metų pradžioje;49051.0;Medianinis gyventojų amžius metų pradžioje;41.0;34.0;Gyventojų tankis metų pradžioje;viename km²;52.0;Naudingasis plotas, tenkantis vienam gyventojui;m²;22.9;Vidutinis būsto dydis;m²;57.1;Neto migracija;asmenys;-156.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;5.1;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Jonavos r. sav.
2009;Nuolatinių gyventojų skaičius metų pradžioje;48792.0;Medianinis gyventojų amžius metų pradžioje;41.0;34.0;Gyventojų tankis metų pradžioje;viename km²;51.7;Naudingasis plotas, tenkantis vienam gyventojui;m²;28.0;Vidutinis būsto dydis;m²;59.5;Neto migracija;asmenys;-595.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;10.7;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Jonavos r. sav.
2010;Nuolatinių gyventojų skaičius metų pradžioje;48036.0;Medianinis gyventojų amžius metų pradžioje;41.0;35.0;Gyventojų tankis metų pradžioje;viename km²;50.9;Naudingasis plotas, tenkantis vienam gyventojui;m²;28.9;Vidutinis būsto dydis;m²;59.6;Neto migracija;asmenys;-1234.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;16.6;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Jonavos r. sav.
2011;Nuolatinių gyventojų skaičius metų pradžioje;46653.0;Medianinis gyventojų amžius metų pradžioje;43.0;36.0;Gyventojų tankis metų pradžioje;viename km²;49.4;Naudingasis plotas, tenkantis vienam gyventojui;m²;30.2;Vidutinis būsto dydis;m²;60.1;Neto migracija;asmenys;-806.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;14.5;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Jonavos r. sav.
2012;Nuolatinių gyventojų skaičius metų pradžioje;45713.0;Medianinis gyventojų amžius metų pradžioje;43.0;37.0;Gyventojų tankis metų pradžioje;viename km²;48.4;Naudingasis plotas, tenkantis vienam gyventojui;m²;30.7;Vidutinis būsto dydis;m²;60.1;Neto migracija;asmenys;-452.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;13.7;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Jonavos r. sav.
2013;Nuolatinių gyventojų skaičius metų pradžioje;45079.0;Medianinis gyventojų amžius metų pradžioje;44.0;37.0;Gyventojų tankis metų pradžioje;viename km²;47.8;Naudingasis plotas, tenkantis vienam gyventojui;m²;31.1;Vidutinis būsto dydis;m²;60.1;Neto migracija;asmenys;-406.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;13.9;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Jonavos r. sav.
2014;Nuolatinių gyventojų skaičius metų pradžioje;44470.0;Medianinis gyventojų amžius metų pradžioje;45.0;38.0;Gyventojų tankis metų pradžioje;viename km²;47.1;Naudingasis plotas, tenkantis vienam gyventojui;m²;32.3;Vidutinis būsto dydis;m²;60.5;Neto migracija;asmenys;-441.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;12.1;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Jonavos r. sav.
2015;Nuolatinių gyventojų skaičius metų pradžioje;43875.0;Medianinis gyventojų amžius metų pradžioje;45.0;38.0;Gyventojų tankis metų pradžioje;viename km²;46.5;Naudingasis plotas, tenkantis vienam gyventojui;m²;33.0;Vidutinis būsto dydis;m²;60.7;Neto migracija;asmenys;-529.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;10.3;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Jonavos r. sav.
2016;Nuolatinių gyventojų skaičius metų pradžioje;43196.0;Medianinis gyventojų amžius metų pradžioje;46.0;39.0;Gyventojų tankis metų pradžioje;viename km²;45.8;Naudingasis plotas, tenkantis vienam gyventojui;m²;33.8;Vidutinis būsto dydis;m²;61.0;Neto migracija;asmenys;-416.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;9.4;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Jonavos r. sav.
2017;Nuolatinių gyventojų skaičius metų pradžioje;42561.0;Medianinis gyventojų amžius metų pradžioje;46.0;39.0;Gyventojų tankis metų pradžioje;viename km²;45.1;Naudingasis plotas, tenkantis vienam gyventojui;m²;34.8;Vidutinis būsto dydis;m²;61.4;Neto migracija;asmenys;-305.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;9.4;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Jonavos r. sav.
2018;Nuolatinių gyventojų skaičius metų pradžioje;42052.0;Medianinis gyventojų amžius metų pradžioje;47.0;39.5;Gyventojų tankis metų pradžioje;viename km²;44.6;Naudingasis plotas, tenkantis vienam gyventojui;m²;35.2;Vidutinis būsto dydis;m²;61.5;Neto migracija;asmenys;-181.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;10.7;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Jonavos r. sav.
2001;Nuolatinių gyventojų skaičius metų pradžioje;37632.0;Medianinis gyventojų amžius metų pradžioje;40.0;33.0;Gyventojų tankis metų pradžioje;viename km²;35.6;Naudingasis plotas, tenkantis vienam gyventojui;m²;24.7;Vidutinis būsto dydis;m²;62.5;Neto migracija;asmenys;-49.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;6.7;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kaišiadorių r. sav.
2002;Nuolatinių gyventojų skaičius metų pradžioje;37438.0;Medianinis gyventojų amžius metų pradžioje;41.0;34.0;Gyventojų tankis metų pradžioje;viename km²;35.4;Naudingasis plotas, tenkantis vienam gyventojui;m²;25.3;Vidutinis būsto dydis;m²;62.5;Neto migracija;asmenys;118.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;5.6;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kaišiadorių r. sav.
2003;Nuolatinių gyventojų skaičius metų pradžioje;37394.0;Medianinis gyventojų amžius metų pradžioje;41.0;34.0;Gyventojų tankis metų pradžioje;viename km²;34.4;Naudingasis plotas, tenkantis vienam gyventojui;m²;25.4;Vidutinis būsto dydis;m²;62.5;Neto migracija;asmenys;-95.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;4.4;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kaišiadorių r. sav.
2004;Nuolatinių gyventojų skaičius metų pradžioje;37117.0;Medianinis gyventojų amžius metų pradžioje;42.0;35.0;Gyventojų tankis metų pradžioje;viename km²;34.1;Naudingasis plotas, tenkantis vienam gyventojui;m²;25.2;Vidutinis būsto dydis;m²;62.5;Neto migracija;asmenys;-147.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;3.8;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kaišiadorių r. sav.
2005;Nuolatinių gyventojų skaičius metų pradžioje;36732.0;Medianinis gyventojų amžius metų pradžioje;42.0;35.0;Gyventojų tankis metų pradžioje;viename km²;33.8;Naudingasis plotas, tenkantis vienam gyventojui;m²;25.5;Vidutinis būsto dydis;m²;62.7;Neto migracija;asmenys;-255.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;2.6;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kaišiadorių r. sav.
2006;Nuolatinių gyventojų skaičius metų pradžioje;36217.0;Medianinis gyventojų amžius metų pradžioje;43.0;36.0;Gyventojų tankis metų pradžioje;viename km²;33.3;Naudingasis plotas, tenkantis vienam gyventojui;m²;25.7;Vidutinis būsto dydis;m²;62.9;Neto migracija;asmenys;41.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;2.1;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kaišiadorių r. sav.
2007;Nuolatinių gyventojų skaičius metų pradžioje;35970.0;Medianinis gyventojų amžius metų pradžioje;43.0;36.0;Gyventojų tankis metų pradžioje;viename km²;33.1;Naudingasis plotas, tenkantis vienam gyventojui;m²;26.0;Vidutinis būsto dydis;m²;62.9;Neto migracija;asmenys;-113.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;2.1;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kaišiadorių r. sav.
2008;Nuolatinių gyventojų skaičius metų pradžioje;35571.0;Medianinis gyventojų amžius metų pradžioje;43.0;36.0;Gyventojų tankis metų pradžioje;viename km²;32.7;Naudingasis plotas, tenkantis vienam gyventojui;m²;26.5;Vidutinis būsto dydis;m²;63.6;Neto migracija;asmenys;-130.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;2.4;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kaišiadorių r. sav.
2009;Nuolatinių gyventojų skaičius metų pradžioje;35174.0;Medianinis gyventojų amžius metų pradžioje;44.0;37.0;Gyventojų tankis metų pradžioje;viename km²;32.4;Naudingasis plotas, tenkantis vienam gyventojui;m²;29.6;Vidutinis būsto dydis;m²;73.3;Neto migracija;asmenys;-175.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;9.1;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kaišiadorių r. sav.
2010;Nuolatinių gyventojų skaičius metų pradžioje;34795.0;Medianinis gyventojų amžius metų pradžioje;44.0;37.0;Gyventojų tankis metų pradžioje;viename km²;32.0;Naudingasis plotas, tenkantis vienam gyventojui;m²;30.4;Vidutinis būsto dydis;m²;73.2;Neto migracija;asmenys;-631.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;15.6;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kaišiadorių r. sav.
2011;Nuolatinių gyventojų skaičius metų pradžioje;33920.0;Medianinis gyventojų amžius metų pradžioje;45.0;35.0;Gyventojų tankis metų pradžioje;viename km²;31.2;Naudingasis plotas, tenkantis vienam gyventojui;m²;31.9;Vidutinis būsto dydis;m²;73.6;Neto migracija;asmenys;-294.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;13.9;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kaišiadorių r. sav.
2012;Nuolatinių gyventojų skaičius metų pradžioje;33389.0;Medianinis gyventojų amžius metų pradžioje;45.0;36.0;Gyventojų tankis metų pradžioje;viename km²;30.7;Naudingasis plotas, tenkantis vienam gyventojui;m²;32.4;Vidutinis būsto dydis;m²;73.5;Neto migracija;asmenys;-245.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;11.2;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kaišiadorių r. sav.
2013;Nuolatinių gyventojų skaičius metų pradžioje;32922.0;Medianinis gyventojų amžius metų pradžioje;46.0;36.0;Gyventojų tankis metų pradžioje;viename km²;30.3;Naudingasis plotas, tenkantis vienam gyventojui;m²;33.0;Vidutinis būsto dydis;m²;73.5;Neto migracija;asmenys;-319.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;10.7;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kaišiadorių r. sav.
2014;Nuolatinių gyventojų skaičius metų pradžioje;32358.0;Medianinis gyventojų amžius metų pradžioje;46.0;37.0;Gyventojų tankis metų pradžioje;viename km²;29.8;Naudingasis plotas, tenkantis vienam gyventojui;m²;34.6;Vidutinis būsto dydis;m²;74.1;Neto migracija;asmenys;-217.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;8.3;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kaišiadorių r. sav.
2015;Nuolatinių gyventojų skaičius metų pradžioje;31915.0;Medianinis gyventojų amžius metų pradžioje;47.0;37.0;Gyventojų tankis metų pradžioje;viename km²;29.4;Naudingasis plotas, tenkantis vienam gyventojui;m²;35.3;Vidutinis būsto dydis;m²;74.3;Neto migracija;asmenys;-239.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;7.5;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kaišiadorių r. sav.
2016;Nuolatinių gyventojų skaičius metų pradžioje;31447.0;Medianinis gyventojų amžius metų pradžioje;47.0;38.0;Gyventojų tankis metų pradžioje;viename km²;28.9;Naudingasis plotas, tenkantis vienam gyventojui;m²;36.3;Vidutinis būsto dydis;m²;74.5;Neto migracija;asmenys;-366.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;7.0;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kaišiadorių r. sav.
2017;Nuolatinių gyventojų skaičius metų pradžioje;30836.0;Medianinis gyventojų amžius metų pradžioje;48.0;38.0;Gyventojų tankis metų pradžioje;viename km²;28.4;Naudingasis plotas, tenkantis vienam gyventojui;m²;37.4;Vidutinis būsto dydis;m²;74.7;Neto migracija;asmenys;-348.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;7.4;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kaišiadorių r. sav.
2018;Nuolatinių gyventojų skaičius metų pradžioje;30257.0;Medianinis gyventojų amžius metų pradžioje;48.0;39.0;Gyventojų tankis metų pradžioje;viename km²;27.8;Naudingasis plotas, tenkantis vienam gyventojui;m²;38.0;Vidutinis būsto dydis;m²;74.8;Neto migracija;asmenys;-159.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;8.1;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kaišiadorių r. sav.
2001;Nuolatinių gyventojų skaičius metų pradžioje;379706.0;Medianinis gyventojų amžius metų pradžioje;38.0;32.0;Gyventojų tankis metų pradžioje;viename km²;2418.5;Naudingasis plotas, tenkantis vienam gyventojui;m²;21.2;Vidutinis būsto dydis;m²;55.2;Neto migracija;asmenys;-4608.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;7.3;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kauno m. sav.
2002;Nuolatinių gyventojų skaičius metų pradžioje;374176.0;Medianinis gyventojų amžius metų pradžioje;39.0;33.0;Gyventojų tankis metų pradžioje;viename km²;2383.3;Naudingasis plotas, tenkantis vienam gyventojui;m²;21.6;Vidutinis būsto dydis;m²;55.2;Neto migracija;asmenys;-3008.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;6.6;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kauno m. sav.
2003;Nuolatinių gyventojų skaičius metų pradžioje;370242.0;Medianinis gyventojų amžius metų pradžioje;39.0;34.0;Gyventojų tankis metų pradžioje;viename km²;2358.2;Naudingasis plotas, tenkantis vienam gyventojui;m²;21.7;Vidutinis būsto dydis;m²;55.2;Neto migracija;asmenys;-5361.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;5.8;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kauno m. sav.
2004;Nuolatinių gyventojų skaičius metų pradžioje;363952.0;Medianinis gyventojų amžius metų pradžioje;40.0;34.0;Gyventojų tankis metų pradžioje;viename km²;2318.2;Naudingasis plotas, tenkantis vienam gyventojui;m²;21.9;Vidutinis būsto dydis;m²;55.2;Neto migracija;asmenys;-6065.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;4.2;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kauno m. sav.
2005;Nuolatinių gyventojų skaičius metų pradžioje;356954.0;Medianinis gyventojų amžius metų pradžioje;41.0;35.0;Gyventojų tankis metų pradžioje;viename km²;2273.6;Naudingasis plotas, tenkantis vienam gyventojui;m²;22.5;Vidutinis būsto dydis;m²;55.3;Neto migracija;asmenys;-7465.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;3.1;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kauno m. sav.
2006;Nuolatinių gyventojų skaičius metų pradžioje;348506.0;Medianinis gyventojų amžius metų pradžioje;41.0;35.0;Gyventojų tankis metų pradžioje;viename km²;2219.8;Naudingasis plotas, tenkantis vienam gyventojui;m²;22.9;Vidutinis būsto dydis;m²;55.2;Neto migracija;asmenys;-3362.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;2.5;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kauno m. sav.
2007;Nuolatinių gyventojų skaičius metų pradžioje;343932.0;Medianinis gyventojų amžius metų pradžioje;42.0;36.0;Gyventojų tankis metų pradžioje;viename km²;2190.6;Naudingasis plotas, tenkantis vienam gyventojui;m²;23.2;Vidutinis būsto dydis;m²;55.0;Neto migracija;asmenys;-3335.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;2.4;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kauno m. sav.
2008;Nuolatinių gyventojų skaičius metų pradžioje;339535.0;Medianinis gyventojų amžius metų pradžioje;42.0;36.0;Gyventojų tankis metų pradžioje;viename km²;2162.6;Naudingasis plotas, tenkantis vienam gyventojui;m²;24.6;Vidutinis būsto dydis;m²;57.6;Neto migracija;asmenys;-3340.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;2.8;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kauno m. sav.
2009;Nuolatinių gyventojų skaičius metų pradžioje;335393.0;Medianinis gyventojų amžius metų pradžioje;43.0;36.0;Gyventojų tankis metų pradžioje;viename km²;2136.3;Naudingasis plotas, tenkantis vienam gyventojui;m²;26.4;Vidutinis būsto dydis;m²;61.8;Neto migracija;asmenys;-5282.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;8.8;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kauno m. sav.
2010;Nuolatinių gyventojų skaičius metų pradžioje;329542.0;Medianinis gyventojų amžius metų pradžioje;43.0;37.0;Gyventojų tankis metų pradžioje;viename km²;2099.0;Naudingasis plotas, tenkantis vienam gyventojui;m²;27.4;Vidutinis būsto dydis;m²;61.8;Neto migracija;asmenys;-11581.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;13.9;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kauno m. sav.
2011;Nuolatinių gyventojų skaičius metų pradžioje;317319.0;Medianinis gyventojų amžius metų pradžioje;44.0;37.0;Gyventojų tankis metų pradžioje;viename km²;2021.1;Naudingasis plotas, tenkantis vienam gyventojui;m²;28.3;Vidutinis būsto dydis;m²;62.1;Neto migracija;asmenys;-5815.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;11.7;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kauno m. sav.
2012;Nuolatinių gyventojų skaičius metų pradžioje;310773.0;Medianinis gyventojų amžius metų pradžioje;45.0;37.0;Gyventojų tankis metų pradžioje;viename km²;1979.4;Naudingasis plotas, tenkantis vienam gyventojui;m²;28.7;Vidutinis būsto dydis;m²;62.1;Neto migracija;asmenys;-3047.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;10.6;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Kauno apskritis;Kauno m. sav.
